1	0.0	1.0	0.0	1.0	-1.0	1.0	-1.0	1.0
2	0.0	1.0	0.0	1.0	-1.0	1.0	-1.0	1.0
3	0.0	1.0	0.0	1.0	-1.0	1.0	-0.666666	0.666666
4	0.0	1.0	0.0	1.0	-1.0	1.0	-0.75	0.75
5	0.0	1.0	0.0	1.0	-0.8	0.8	-0.6	0.6
6	0.0	1.0	0.0	1.0	-0.833333	0.833333	-0.666666	0.666666
7	0.0	1.0	0.142857	0.857142	-0.714285	0.714285	-0.571428	0.571428
8	0.0	1.0	0.125	0.875	-0.75	0.75	-0.625	0.5
9	0.0	1.0	0.111111	0.888888	-0.666666	0.666666	-0.555555	0.555555
10	0.0	1.0	0.1	0.9	-0.7	0.7	-0.5	0.5
11	0.090909	0.90909	0.181818	0.818181	-0.636363	0.636363	-0.545454	0.545454
12	0.083333	0.916666	0.166666	0.833333	-0.583333	0.666666	-0.5	0.5
13	0.076923	0.923076	0.153846	0.846153	-0.615384	0.615384	-0.461538	0.461538
14	0.071428	0.928571	0.142857	0.857142	-0.571428	0.571428	-0.428571	0.5
15	0.066666	0.866666	0.2	0.8	-0.6	0.6	-0.466666	0.466666
16	0.0625	0.875	0.1875	0.8125	-0.5625	0.5625	-0.4375	0.4375
17	0.117647	0.882352	0.17647	0.823529	-0.588235	0.588235	-0.470588	0.411764
18	0.111111	0.888888	0.222222	0.833333	-0.555555	0.555555	-0.444444	0.444444
19	0.105263	0.894736	0.210526	0.789473	-0.526315	0.578947	-0.421052	0.421052
20	0.1	0.9	0.2	0.8	-0.55	0.55	-0.4	0.449999
21	0.142857	0.857142	0.190476	0.809523	-0.523809	0.571428	-0.428571	0.428571
22	0.136363	0.863636	0.227272	0.772727	-0.545454	0.545454	-0.40909	0.40909
23	0.130434	0.869565	0.217391	0.782608	-0.565217	0.565217	-0.434782	0.434782
24	0.125	0.875	0.208333	0.791666	-0.541666	0.541666	-0.416666	0.416666
25	0.12	0.84	0.2	0.8	-0.52	0.52	-0.4	0.4
26	0.115384	0.846153	0.230769	0.76923	-0.538461	0.538461	-0.423076	0.423076
27	0.148148	0.851851	0.222222	0.777777	-0.518518	0.518518	-0.407407	0.407407
28	0.142857	0.857142	0.214285	0.785714	-0.535714	0.535714	-0.392857	0.392857
29	0.137931	0.862068	0.206896	0.75862	-0.517241	0.517241	-0.37931	0.413793
