10	0.0	0.9	0.1	0.9	-0.7	0.7	-0.5	0.5
11	0.090909	0.90909	0.181818	0.818181	-0.636363	0.636363	-0.545454	0.545454
12	0.083333	0.916666	0.166666	0.833333	-0.666666	0.583333	-0.5	0.5
13	0.076923	0.923076	0.153846	0.846153	-0.615384	0.615384	-0.461538	0.461538
14	0.071428	0.928571	0.142857	0.857142	-0.642857	0.571428	-0.499999	0.499999
15	0.066666	0.933333	0.2	0.8	-0.6	0.6	-0.466666	0.466666
16	0.125	0.875	0.1875	0.8125	-0.5625	0.5625	-0.4375	0.4375
17	0.117647	0.882352	0.17647	0.823529	-0.588235	0.588235	-0.411764	0.470588
18	0.111111	0.888888	0.166666	0.833333	-0.555555	0.555555	-0.444444	0.444444
19	0.105263	0.894736	0.210526	0.789473	-0.526315	0.578947	-0.421052	0.421052
20	0.1	0.9	0.2	0.8	-0.55	0.55	-0.449999	0.449999
21	0.142857	0.904761	0.190476	0.809523	-0.523809	0.571428	-0.428571	0.428571
22	0.136363	0.863636	0.227272	0.772727	-0.545454	0.545454	-0.40909	0.454545
23	0.130434	0.869565	0.217391	0.782608	-0.521739	0.521739	-0.434782	0.391304
24	0.125	0.875	0.208333	0.791666	-0.541666	0.541666	-0.416666	0.416666
25	0.12	0.88	0.2	0.8	-0.56	0.52	-0.4	0.4
26	0.115384	0.884615	0.230769	0.76923	-0.538461	0.5	-0.423076	0.384615
27	0.148148	0.851851	0.222222	0.777777	-0.518518	0.518518	-0.407407	0.407407
28	0.142857	0.857142	0.214285	0.785714	-0.5	0.535714	-0.392857	0.392857
29	0.137931	0.862068	0.206896	0.793103	-0.517241	0.517241	-0.413793	0.413793
30	0.166666	0.866666	0.233333	0.766666	-0.5	0.5	-0.399999	0.399999
31	0.16129	0.838709	0.225806	0.774193	-0.516129	0.516129	-0.387096	0.387096
32	0.15625	0.84375	0.21875	0.78125	-0.5	0.5	-0.40625	0.375
33	0.151515	0.848484	0.242424	0.757575	-0.484848	0.515151	-0.363636	0.393939
34	0.147058	0.852941	0.235294	0.764705	-0.5	0.5	-0.382352	0.382352
35	0.142857	0.857142	0.228571	0.771428	-0.485714	0.514285	-0.371428	0.371428
36	0.166666	0.861111	0.222222	0.777777	-0.499999	0.5	-0.361111	0.388888
37	0.162162	0.837837	0.243243	0.756756	-0.513513	0.486486	-0.378378	0.378378
38	0.157894	0.842105	0.236842	0.763157	-0.5	0.5	-0.368421	0.368421
39	0.153846	0.820512	0.230769	0.76923	-0.51282	0.487179	-0.384615	0.384615
40	0.15	0.85	0.225	0.775	-0.475	0.475	-0.375	0.375
41	0.170731	0.829268	0.243902	0.756097	-0.487804	0.463414	-0.365853	0.365853
42	0.166666	0.833333	0.238095	0.761904	-0.47619	0.47619	-0.380952	0.357142
43	0.16279	0.813953	0.232558	0.767441	-0.465116	0.465116	-0.372093	0.372093
44	0.181818	0.840909	0.25	0.75	-0.477272	0.5	-0.363636	0.386363
45	0.155555	0.822222	0.244444	0.755555	-0.466666	0.466666	-0.377777	0.377777
46	0.173913	0.826086	0.23913	0.760869	-0.47826	0.47826	-0.369565	0.369565
47	0.170212	0.829787	0.234042	0.765957	-0.468085	0.489361	-0.361702	0.361702
48	0.166666	0.833333	0.25	0.75	-0.479166	0.479166	-0.374999	0.354166
49	0.163265	0.816326	0.244897	0.755102	-0.469387	0.489795	-0.367346	0.367346
50	0.18	0.84	0.24	0.76	-0.479999	0.48	-0.36	0.36
51	0.17647	0.823529	0.254901	0.764705	-0.470588	0.470588	-0.352941	0.372549
52	0.173076	0.807692	0.25	0.76923	-0.461538	0.480769	-0.365384	0.365384
53	0.188679	0.81132	0.245283	0.754716	-0.471698	0.45283	-0.35849	0.35849
54	0.166666	0.814814	0.24074	0.759259	-0.462962	0.481481	-0.351851	0.351851
55	0.181818	0.836363	0.254545	0.763636	-0.454545	0.472727	-0.363636	0.363636
56	0.196428	0.821428	0.25	0.75	-0.464285	0.464285	-0.357142	0.357142
57	0.175438	0.824561	0.245614	0.754385	-0.491228	0.45614	-0.350877	0.350877
58	0.172413	0.810344	0.241379	0.75862	-0.465517	0.465517	-0.362068	0.362068
59	0.169491	0.830508	0.254237	0.745762	-0.457627	0.457627	-0.355932	0.355932
60	0.183333	0.816666	0.25	0.75	-0.466666	0.483333	-0.366666	0.366666
61	0.180327	0.819672	0.245901	0.754098	-0.475409	0.459016	-0.360655	0.344262
62	0.177419	0.82258	0.258064	0.741935	-0.451612	0.451612	-0.338709	0.354838
63	0.190476	0.809523	0.253968	0.746031	-0.444444	0.460317	-0.349206	0.349206
64	0.1875	0.8125	0.25	0.75	-0.453125	0.4375	-0.359375	0.34375
65	0.184615	0.815384	0.261538	0.753846	-0.461538	0.461538	-0.353846	0.353846
66	0.181818	0.818181	0.257575	0.742424	-0.454545	0.454545	-0.348484	0.348484
67	0.194029	0.820895	0.253731	0.746268	-0.447761	0.447761	-0.343283	0.358208
68	0.17647	0.823529	0.25	0.75	-0.441176	0.455882	-0.352941	0.352941
69	0.173913	0.811594	0.260869	0.753623	-0.463768	0.463768	-0.347826	0.347826
70	0.185714	0.814285	0.257142	0.742857	-0.442857	0.471428	-0.357142	0.357142
71	0.183098	0.802816	0.253521	0.746478	-0.436619	0.450704	-0.352112	0.338028
72	0.180555	0.819444	0.25	0.736111	-0.444444	0.444444	-0.347222	0.347222
73	0.19178	0.808219	0.260273	0.739726	-0.438356	0.465753	-0.356164	0.356164
74	0.189189	0.81081	0.256756	0.743243	-0.445945	0.445945	-0.351351	0.351351
75	0.186666	0.813333	0.253333	0.746666	-0.453333	0.44	-0.346666	0.346666
76	0.197368	0.815789	0.263157	0.75	-0.447368	0.460526	-0.355263	0.342105
77	0.181818	0.805194	0.25974	0.740259	-0.454545	0.428571	-0.350649	0.337662
78	0.179487	0.807692	0.25641	0.730769	-0.448717	0.461538	-0.346153	0.346153
79	0.177215	0.810126	0.253164	0.734177	-0.443037	0.443037	-0.341772	0.341772
80	0.1875	0.8125	0.25	0.75	-0.4375	0.449999	-0.35	0.3375
81	0.19753	0.802469	0.259259	0.74074	-0.45679	0.444444	-0.345679	0.333333
82	0.195121	0.804878	0.256097	0.731707	-0.439024	0.451219	-0.341463	0.341463
83	0.192771	0.807228	0.253012	0.734939	-0.445783	0.445783	-0.337349	0.349397
84	0.178571	0.809523	0.25	0.75	-0.440476	0.440476	-0.345238	0.345238
85	0.2	0.811764	0.270588	0.741176	-0.423529	0.447058	-0.341176	0.341176
86	0.197674	0.802325	0.267441	0.732558	-0.44186	0.453488	-0.337209	0.337209
87	0.183908	0.816091	0.252873	0.735632	-0.436781	0.448275	-0.333333	0.333333
88	0.193181	0.818181	0.261363	0.738636	-0.420454	0.443181	-0.329545	0.340909
89	0.202247	0.797752	0.269662	0.741573	-0.426966	0.449438	-0.337078	0.348314
90	0.188888	0.8	0.255555	0.733333	-0.444444	0.455555	-0.344444	0.333333
91	0.197802	0.802197	0.263736	0.736263	-0.43956	0.450549	-0.340659	0.340659
92	0.195652	0.815217	0.260869	0.73913	-0.445652	0.456521	-0.347826	0.336956
93	0.193548	0.806451	0.258064	0.741935	-0.44086	0.44086	-0.344086	0.344086
94	0.191489	0.80851	0.255319	0.74468	-0.446808	0.446808	-0.340425	0.340425
95	0.189473	0.8	0.252631	0.736842	-0.442105	0.421052	-0.336842	0.336842
96	0.197916	0.802083	0.270833	0.739583	-0.4375	0.4375	-0.333333	0.333333
97	0.185567	0.835051	0.257731	0.731958	-0.443298	0.443298	-0.340206	0.329896
98	0.193877	0.806122	0.255102	0.744897	-0.438775	0.438775	-0.336734	0.32653
99	0.191919	0.80808	0.252525	0.737373	-0.444444	0.454545	-0.333333	0.343434
